sizeMap; possibleActions; possibleStates; initialQValues; learningMethod; selectionMethod; selectionMethodForSimulationMCTS; numberOfTasks; numberOfEpisodes; softmax_baselineUsed; softmax_temperature; UCB_c; eGreedy_epsilon_initial; eGreedy_epsilon_final; qLearning_alpha; qLearning_gamma; qLearning_lambda; maxStepsForSimulationMCTS; simulationDepthChargeMCTS; taskNumber; episodeNumber; episodeStepTime; optimalAction; lastState; actionInLastState; newState; averageReward; RMS; percentageOfChosenOptimalActionsPerEpisode; percentageOfChosenActionsPerEpisode; victories;
;;ZONA_REPARACION_AGENTE_DESTRUIDO_0.0_0.0;;;;;;;;;;;;;;;;;0;9;48;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;40.81633_2.04082_12.2449_2.04082_32.65306_4.08163_6.12245_0.0;1;
;;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;;;;;;;;;;;;;;;;;0;10;60;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;37.70492_3.27869_14.7541_0.0_31.14754_6.55738_6.55738_0.0;1;
;;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_2.0;;;;;;;;;;;;;;;;;0;11;38;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.5641025641025643;41.02564_0.0_15.38462_0.0_35.89744_2.5641_2.5641_2.5641;1;
;;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_1.0;;;;;;;;;;;;;;;;;0;12;42;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;37.2093_2.32558_13.95349_4.65116_27.90698_2.32558_11.62791_0.0;1;
;;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;;;;0;13;41;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;40.47619_0.0_16.66667_0.0_33.33333_2.38095_7.14286_0.0;1;
;;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;;;;;;;;;;;;;;;;;0;14;36;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;40.54054_2.7027_16.21622_0.0_29.72973_8.10811_2.7027_0.0;1;
;;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_3.0_3.0;;;;;;;;;;;;;;;;;0;15;37;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.6315789473684212;34.21053_7.89474_13.15789_0.0_31.57895_7.89474_2.63158_2.63158;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_0.0_1.0;;;;;;;;;;;;;;;;;0;16;87;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;6.818181818181818;20.45455_11.36364_14.77273_6.81818_17.04545_12.5_10.22727_6.81818;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_0.0_2.0;;;;;;;;;;;;;;;;;0;17;30;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_2.0_2.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_2.0;-1.0;-1.0;3.225806451612903;41.93548_0.0_16.12903_0.0_32.25806_3.22581_3.22581_3.22581;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_0.0;;;;;;;;;;;;;;;;;0;18;28;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;6.896551724137931;37.93103_0.0_17.24138_0.0_37.93103_0.0_0.0_6.89655;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_3.0;;;;;;;;;;;;;;;;;0;19;30;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.225806451612903;35.48387_0.0_22.58065_0.0_29.03226_3.22581_6.45161_3.22581;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_0.0;;;;;;;;;;;;;;;;;0;20;26;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.7037037037037037;33.33333_3.7037_18.51852_0.0_33.33333_0.0_7.40741_3.7037;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_3.0;;;;;;;;;;;;;;;;;0;21;27;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.5714285714285716;42.85714_0.0_14.28571_0.0_39.28571_0.0_0.0_3.57143;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_3.0_0.0;;;;;;;;;;;;;;;;;0;22;29;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;40.0_3.33333_16.66667_0.0_30.0_6.66667_3.33333_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_3.0_1.0;;;;;;;;;;;;;;;;;0;23;29;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;46.66667_0.0_13.33333_0.0_36.66667_3.33333_0.0_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_3.0_2.0;;;;;;;;;;;;;;;;;0;24;30;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;41.93548_0.0_16.12903_3.22581_29.03226_3.22581_6.45161_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_AGENTE_DESTRUIDO_0.0_0.0;;;;;;;;;;;;;;;;;0;25;35;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;44.44444_0.0_11.11111_5.55556_30.55556_2.77778_5.55556_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;;;;;;;;;;;;;;;;;0;26;24;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;44.0_0.0_16.0_4.0_28.0_4.0_4.0_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_2.0;;;;;;;;;;;;;;;;;0;27;28;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.4482758620689653;44.82759_0.0_10.34483_3.44828_37.93103_0.0_0.0_3.44828;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_1.0;;;;;;;;;;;;;;;;;0;28;24;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;40.0_4.0_12.0_4.0_32.0_0.0_8.0_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;;;;0;29;24;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;48.0_0.0_12.0_4.0_32.0_4.0_0.0_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;;;;;;;;;;;;;;;;;0;30;33;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;41.17647_2.94118_14.70588_2.94118_26.47059_8.82353_2.94118_0.0;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_3.0_3.0;;;;;;;;;;;;;;;;;0;31;38;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;5.128205128205129;28.20513_5.12821_17.94872_2.5641_28.20513_2.5641_10.25641_5.12821;0;
;;VIDA_BAJA_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;;;;0;32;25;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;34.61538_3.84615_19.23077_3.84615_23.07692_3.84615_11.53846_0.0;0;
;;VIDA_BAJA_ZONA_SEGURA_0.0_2.0;;;;;;;;;;;;;;;;;0;33;32;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.0303030303030303;39.39394_0.0_12.12121_9.09091_27.27273_0.0_9.09091_3.0303;0;
;;VIDA_BAJA_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;;;;0;34;32;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.0303030303030303;42.42424_3.0303_9.09091_0.0_42.42424_0.0_0.0_3.0303;0;
;;VIDA_BAJA_ZONA_SEGURA_1.0_3.0;;;;;;;;;;;;;;;;;0;35;26;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.7037037037037037;33.33333_3.7037_22.22222_0.0_25.92593_7.40741_3.7037_3.7037;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;;;;0;36;28;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;37.93103_0.0_20.68966_0.0_31.03448_0.0_10.34483_0.0;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_3.0;;;;;;;;;;;;;;;;;0;37;25;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;38.46154_11.53846_7.69231_0.0_34.61538_7.69231_0.0_0.0;0;
;;VIDA_BAJA_ZONA_SEGURA_3.0_0.0;;;;;;;;;;;;;;;;;0;38;29;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.3333333333333335;36.66667_0.0_20.0_0.0_33.33333_0.0_6.66667_3.33333;0;
;;VIDA_BAJA_ZONA_SEGURA_3.0_1.0;;;;;;;;;;;;;;;;;0;39;31;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;31.25_3.125_25.0_0.0_21.875_6.25_12.5_0.0;0;
;;VIDA_BAJA_ZONA_SEGURA_3.0_2.0;;;;;;;;;;;;;;;;;0;40;28;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;6.896551724137931;27.58621_6.89655_20.68966_0.0_27.58621_6.89655_3.44828_6.89655;0;
;;VIDA_BAJA_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;;;;0;41;31;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;34.375_3.125_18.75_3.125_25.0_3.125_12.5_0.0;0;
;;VIDA_BAJA_ZONA_ANTIBOMBARDEOS_0.0_3.0;;;;;;;;;;;;;;;;;0;42;29;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;36.66667_6.66667_16.66667_3.33333_20.0_13.33333_3.33333_0.0;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;;;;0;43;88;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;7.865168539325842;22.47191_4.49438_19.10112_10.11236_13.48315_8.98876_13.48315_7.86517;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_1.0_2.0;;;;;;;;;;;;;;;;;0;44;27;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;39.28571_0.0_21.42857_3.57143_21.42857_7.14286_7.14286_0.0;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_2.0_1.0;;;;;;;;;;;;;;;;;0;45;29;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.3333333333333335;36.66667_0.0_20.0_0.0_33.33333_0.0_6.66667_3.33333;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_2.0_2.0;;;;;;;;;;;;;;;;;0;46;26;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.7037037037037037;44.44444_0.0_11.11111_3.7037_37.03704_0.0_0.0_3.7037;0;
;;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;;;;;;;;;;;;;;;;;0;47;30;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.225806451612903;38.70968_0.0_19.35484_0.0_32.25806_3.22581_3.22581_3.22581;0;
;;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;;;;;;;;;;;;;;;;;0;48;32;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;3.0303030303030303;36.36364_3.0303_18.18182_0.0_30.30303_6.06061_3.0303_3.0303;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;;;;0;49;28;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;6.896551724137931;27.58621_0.0_27.58621_3.44828_20.68966_3.44828_10.34483_6.89655;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_2.0;;;;;;;;;;;;;;;;;0;50;27;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_3.0_3.0;-1.0;-1.0;0.0;42.85714_0.0_14.28571_7.14286_25.0_3.57143_7.14286_0.0;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;;;;0;51;42;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.3255813953488373;39.53488_0.0_18.60465_2.32558_25.5814_9.30233_2.32558_2.32558;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_3.0;;;;;;;;;;;;;;;;;0;52;139;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.857142857142857;22.85714_12.85714_10.0_9.28571_15.0_12.85714_14.28571_2.85714;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;;;;0;53;130;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;7.633587786259542;24.42748_6.87023_11.45038_12.9771_15.26718_9.16031_12.21374_7.63359;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_3.0;;;;;;;;;;;;;;;;;0;54;43;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;31.81818_9.09091_11.36364_2.27273_29.54545_4.54545_11.36364_0.0;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_3.0_0.0;;;;;;;;;;;;;;;;;0;55;37;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.6315789473684212;42.10526_0.0_15.78947_0.0_34.21053_5.26316_0.0_2.63158;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_3.0_1.0;;;;;;;;;;;;;;;;;0;56;43;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;4.545454545454546;36.36364_2.27273_13.63636_4.54545_29.54545_4.54545_4.54545_4.54545;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_3.0_2.0;;;;;;;;;;;;;;;;;0;57;38;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.5641025641025643;41.02564_0.0_17.94872_0.0_30.76923_7.69231_0.0_2.5641;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;;;;0;58;46;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;42.55319_0.0_12.76596_0.0_38.29787_0.0_6.38298_0.0;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ANTIBOMBARDEOS_0.0_3.0;;;;;;;;;;;;;;;;;0;59;46;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;36.17021_0.0_19.14894_2.12766_27.65957_2.12766_12.76596_0.0;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;;;;0;60;52;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;1.8867924528301887;37.73585_1.88679_16.98113_0.0_30.18868_7.54717_3.77358_1.88679;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_2.0;;;;;;;;;;;;;;;;;0;61;40;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;2.4390243902439024;41.46341_0.0_17.07317_2.43902_26.82927_9.7561_0.0_2.43902;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_2.0_1.0;;;;;;;;;;;;;;;;;0;62;40;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_2.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_2.0_1.0;-1.0;-1.0;0.0;41.46341_0.0_17.07317_0.0_29.26829_7.31707_4.87805_0.0;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_2.0_2.0;;;;;;;;;;;;;;;;;0;63;36;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_3.0_3.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_3.0_3.0;1.0;-1.0;0.0;43.24324_0.0_16.21622_0.0_32.43243_5.40541_2.7027_0.0;1;
